Genome	orange_2.mags.sorted Relative Abundance (%)	orange_2.mags.sorted Trimmed Mean	orange_2.mags.sorted Covered Fraction
MASTER_WP4_UNINA_2__T-22__bin_30_PROK.fna	0	0	0
MortensenS_xxxx__WK035-2-G-48h-04B2_S111__bin_2_PROK.fna	0	0	0
DeFilippisF_xxxx__DF_59__bin_18_PROK.fna	0	0	0
AlvarezOrdonezA_xxxx__C07-16__bin_7_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-08-BD__bin_8_PROK.fna	0	0	0
MortensenS_xxxx__WK044-1-L-48h-03G9_S82__bin_3_PROK.fna	0	0	0
WalshL_xxxx__V4__bin_4_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__C-22__bin_5_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_2__VB10-22__bin_20_PROK.fna	0	0	0
XieM_2019__SAMC044639__bin_20_PROK.fna	0	0	0
EscobarZepedaA_2016__SRS974112__bin_23_PROK.fna	0	0	0
MASTER_WP4_CSIC_2__P2560__bin_1_EUK.fna	0	0	0
LandisEA_2021__SRS5653255__bin_5_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS14-22__bin_58_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_2__VB16-30__bin_19_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2137_73322__bin_60_PROK.fna	0	0	0
LeechJ_xxxx__AF59__bin_16_PROK.fna	0	0	0
MASTER_WP4_CSIC_2__P2619__bin_31_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS01-22__bin_14_PROK.fna	0	0	0
LeechJ_xxxx__AF15__bin_6_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_3__VB13-29__bin_36_PROK.fna	0	0	0
YulandiA_2020__SRS6115052__bin_1_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__E-22__bin_3_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__N-22__bin_19_EUK.fna	0	0	0
MASTER_WP4_UNINA_2__P-22__bin_8_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__V-29__bin_29_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2247_73323__bin_6_PROK.fna	0	0	0
ZhaoCC_2020__SRS5803195__bin_39_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-16-M15__bin_5_PROK.fna	0	0	0
LeechJ_2020__ERS3967699__bin_1_PROK.fna	0	0	0
KastmanEK_2016__CSB694__bin_6_PROK.fna	0	0	0
MortensenS_xxxx__WK063-2-L-08h-04I9_S52__bin_4_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS13-22__bin_7_PROK.fna	0	0	0
DeFilippisF_xxxx__DF_114__bin_24_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_2__VB06-29__bin_29_PROK.fna	0	0	0
KastmanEK_2016__CSB694__bin_4_PROK.fna	0	0	0
LeechJ_xxxx__AF52__bin_1_PROK.fna	0	0	0
LeechJ_2020__ERS3967740__bin_7_PROK.fna	0	0	0
LeechJ_2020__ERS3967694__bin_3_EUK.fna	0	0	0
WolfeBE_2014__mgm4524497__bin_1_fa_PROK_MiFo_tagged.fna	0	0	0
DeFilippisF_xxxx__DS_13__bin_14_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS15-30__bin_27_PROK.fna	0	0	0
MASTER_WP4_CSIC_2__P2517__bin_25_PROK.fna	0	0	0
MortensenS_xxxx__WK066-2-G-48h-05I1_S125__bin_2_PROK.fna	0	0	0
DeFilippisF_xxxx__DS_68__bin_5_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__M-20__bin_15_PROK.fna	0	0	0
LiZ_2018__SRS2920550__bin_32_PROK.fna	0	0	0
LeechJ_2020__ERS3967697__bin_1_PROK.fna	0	0	0
MortensenS_xxxx__WK045-1-L-08h-03H3_S85__bin_6_PROK.fna	0	0	0
YulandiA_2020__SRS6115052__bin_11_PROK.fna	0	0	0
SternesPR_2017__T1D1_A_shotgun__bin_1_EUK.fna	0	0	0
MASTER_WP4_UNINA_2__J-16__bin_33_PROK.fna	0	0	0
AlvarezOrdonezA_xxxx__C05-18__bin_6_PROK.fna	0	0	0
ZhaoCC_2020__SRS5803194__bin_5_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS07-22__bin_2_EUK.fna	0	0	0
LeechJ_xxxx__AF11__bin_10_PROK.fna	0	0	0
MASTER_WP4_CSIC_2__P2584__bin_4_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__M-29__bin_8_PROK.fna	0	0	0
DeFilippisF_xxxx__DF_42__bin_14_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-15-BD__bin_19_PROK.fna	0	0	0
CrovadoreJ_2017__SRS1919172__bin_5_EUK.fna	0	0	0
MASTER_WP4_UNINA_2__J-17__bin_30_PROK.fna	0	0	0
BertuzziAS_2018__ERS2032125__bin_2_PROK.fna	0	0	0
LeechJ_xxxx__AF84__bin_19_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2233_73323__bin_4_PROK.fna	0	0	0
DeRoosJ_2020__B3M__bin_2_PROK.fna	0	0	0
MASTER_WP4_CSIC_2__P2588__bin_23_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__J-18__bin_12_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2233_73323__bin_18_EUK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-15-BD__bin_8_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__M-20__bin_21_PROK.fna	0	0	0
YulandiA_2020__SRS6115052__bin_8_PROK.fna	0	0	0
ArikanM_2020__ERS1939655__bin_6_PROK.fna	0	0	0
YaoG_2017__NM21-1__bin_6_EUK.fna	0	0	0
MASTER_WP4_CSIC_2__P2599__bin_7_PROK.fna	0	0	0
MASTER_WP4_UNINA_1__SR008_71775__bin_23_PROK.fna	0	0	0
LeechJ_xxxx__AF23__bin_9_PROK.fna	0	0	0
LeechJ_2020__ERS3967702__bin_2_PROK.fna	0	0	0
DeFilippisF_xxxx__DF_16__bin_4_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__T-22__bin_4_PROK.fna	0	0	0
MASTER_WP4_CSIC_2__P2620__bin_18_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS04-28__bin_21_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__J-18__bin_25_PROK.fna	0	0	0
LandisEA_2021__SRS5652995__bin_3_PROK.fna	0	0	0
ChaconVargasK_2020__SRS6087089__bin_27_PROK.fna	0	0	0
MASTER_WP4_UNINA_1__GR012_71775__bin_10_PROK.fna	0	0	0
MASTER_WP4_UNINA_1__SC012_71775__bin_18_PROK.fna	0	0	0
AlvarezOrdonezA_xxxx__Q04-30__bin_3_PROK.fna	0	0	0
LeonardSR_2016__SRS1659779__bin_6_PROK.fna	0	0	0
LeechJ_2020__ERS3967711__bin_15_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__Q-16__bin_2_PROK.fna	0	0	0
MortensenS_xxxx__WK027-2-L-48h-02I6_S16__bin_2_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2137_73322__bin_45_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__Q-19__bin_17_PROK.fna	0	0	0
WalshL_xxxx__H3_S87__bin_33_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_2__VB16-22__bin_7_PROK.fna	0	0	0
LeechJ_2020__ERS3967723__bin_17_PROK.fna	0	0	0
DeFilippisF_xxxx__DF_4__bin_3_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__J-19__bin_9_PROK.fna	0	0	0
LeechJ_xxxx__AF39__bin_7_PROK.fna	0	0	0
DeFilippisF_xxxx__DS_112__bin_17_PROK.fna	0	0	0
AlvarezOrdonezA_xxxx__Q07-29__bin_15_PROK.fna	0	0	0
LeechJ_xxxx__AF73__bin_2_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-08-AG__bin_9_PROK.fna	0	0	0
WalshAM_2020__ERS3466774__bin_2_PROK.fna	0	0	0
DuR_2020__DRS139334__bin_20_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__RC17-032__bin_10_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin_48_PROK.fna	0	0	0
AlvarezOrdonezA_xxxx__Q05-22__bin_4_PROK.fna	0	0	0
MortensenS_xxxx__WK037-1-L-48h-03D8_S54__bin_3_PROK.fna	0	0	0
AlvarezOrdonezA_xxxx__Q02-24__bin_13_PROK.fna	0	0	0
MortensenS_xxxx__WK012-2-L-48h-02B3_S72__bin_1_PROK.fna	0	0	0
LeechJ_xxxx__AF66__bin_13_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__Q-16__bin_8_PROK.fna	0	0	0
LeechJ_2020__ERS3967701__bin_1_PROK.fna	0	0	0
LeechJ_xxxx__AF19__bin_3_PROK.fna	0	0	0
MASTER_WP4_UNINA_1__GO004_71775__bin_3_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__V-30__bin_15_EUK.fna	0	0	0
MASTER_WP4_CSIC_1__P2217_73323__bin_9_EUK.fna	0	0	0
KastmanEK_2016__CSB694__bin_9_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2137_73322__bin_43_PROK.fna	0	0	0
MASTER_WP4_CSIC_2__P2543__bin_10_PROK.fna	0	0	0
LeechJ_xxxx__AF59__bin_1_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__P-22__bin_13_PROK.fna	0	0	0
LeechJ_xxxx__AF25__bin_5_PROK.fna	0	0	0
DeFilippisF_xxxx__DS_53__bin_1_PROK.fna	0	0	0
LeechJ_xxxx__AF49__bin_4_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-14D__bin_5_PROK.fna	0	0	0
MortensenS_xxxx__WK039-2-L-48h-03E9_S64__bin_11_PROK.fna	0	0	0
LeechJ_xxxx__AF43__bin_5_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2177_73322__bin_4_PROK.fna	0	0	0
XieM_2019__SAMC044639__bin_26_PROK.fna	0	0	0
CM_INJERA__injera_E1__bin_22_EUK.fna	0	0	0
DuR_2020__DRS139335__bin_6_EUK.fna	0	0	0
LandisEA_2021__SRS5653374__bin_1_PROK.fna	0	0	0
LeechJ_2020__ERS3967728__bin_8_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS11-22__bin_4_PROK.fna	0	0	0
WalshL_xxxx__B11__bin_3_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__J-18__bin_22_PROK.fna	0	0	0
ArikanM_2020__ERS1939655__bin_3_PROK.fna	0	0	0
MASTER_WP4_UNINA_1__FO007_71775__bin_2_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2149_73322__bin_22_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__KM-5G__bin_5_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin_37_PROK.fna	0	0	0
LeechJ_xxxx__AF10__bin_16_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__J-19__bin_2_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-16-M16__bin_2_PROK.fna	0	0	0
LeechJ_xxxx__AF89__bin_7_PROK.fna	0	0	0
MASTER_WP4_UNINA_1__TA012_71775__bin_5_PROK.fna	0	0	0
AlvarezOrdonezA_xxxx__R04-17__bin_11_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__J-16__bin_43_PROK.fna	0	0	0
LeechJ_xxxx__AF45__bin_7_PROK.fna	0	0	0
MortensenS_xxxx__WK018T-1-G-00h-05I7_S131__bin_4_PROK.fna	0	0	0
LeechJ_xxxx__AF72__bin_3_PROK.fna	0	0	0
MortensenS_xxxx__WK069-1-L-48h-05C9_S79__bin_1_PROK.fna	0	0	0
DeFilippisF_xxxx__DS_78__bin_5_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-09-M7__bin_19_PROK.fna	0	0	0
MortensenS_xxxx__WK022-1-L-48h-02F8_S113__bin_6_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS01-22__bin_37_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS11-22__bin_5_PROK.fna	0	0	0
LeechJ_xxxx__AF76__bin_15_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__A-20__bin_21_PROK.fna	0	0	0
DeFilippisF_xxxx__DS_111__bin_1_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS11-22__bin_10_PROK.fna	0	0	0
LeechJ_xxxx__AF59__bin_8_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__M-20__bin_11_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS03-22__bin_2_EUK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-08-AG__bin_53_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2136_73322__bin_16_PROK.fna	0	0	0
DeFilippisF_xxxx__DF_76__bin_1_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2240_73323__bin_2_EUK.fna	0	0	0
MASTER_WP4_CSIC_1__P2172_73322__bin_10_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_3__VB07-22__bin_12_PROK.fna	0	0	0
MortensenS_xxxx__WK061-2-G-48h-05H4_S119__bin_2_PROK.fna	0	0	0
LeechJ_xxxx__AF81__bin_6_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS12-29__bin_14_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-09-AG__bin_19_PROK.fna	0	0	0
LeechJ_2020__ERS3967738__bin_2_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS15-30__bin_20_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-15-M10__bin_4_EUK.fna	0	0	0
LiZ_2018__SRS2920550__bin_21_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS05-22__bin_2_EUK.fna	0	0	0
XieM_2019__SAMC044639__bin_22_PROK.fna	0	0	0
MortensenS_xxxx__WK001T-1-G-00h-05I5_S129__bin_3_PROK.fna	0	0	0
LeechJ_xxxx__AF84__bin_18_PROK.fna	0	0	0
AlvarezOrdonezA_xxxx__Q02-27__bin_12_PROK.fna	0	0	0
LandisEA_2021__SRS5653217__bin_2_PROK.fna	0	0	0
MASTER_WP4_CSIC_2__P2624__bin_3_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2250_73323__bin_3_PROK.fna	0	0	0
LeechJ_2020__ERS3967712__bin_13_PROK.fna	0	0	0
MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin_1_EUK.fna	0	0	0
MASTER_WP4_UNINA_1__TA011_71775__bin_10_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2134_73322__bin_7_PROK.fna	0	0	0
MASTER_WP4_UNINA_1__FI010_71775__bin_12_PROK.fna	0	0	0
SternesPR_2017__T1D1_A_shotgun__bin_3_EUK.fna	0	0	0
LeechJ_xxxx__AF45__bin_5_PROK.fna	0	0	0
MASTER_WP4_UNINA_1__PA207_73417__bin_7_PROK.fna	0	0	0
LandisEA_2021__SRS5653152__bin_2_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS09-26__bin_6_EUK.fna	0	0	0
LeechJ_xxxx__AF58__bin_4_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__Q-17__bin_4_PROK.fna	0	0	0
AlvarezOrdonezA_xxxx__C07-19__bin_9_PROK.fna	0	0	0
SalvettiE_2016__SRS1050146__bin_11_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS15-30__bin_9_PROK.fna	0	0	0
ZhaoCC_2020__SRS5803193__bin_7_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS14-22__bin_8_PROK.fna	0	0	0
WolfeBE_2014__671_Grayson__bin_12_PROK.fna	0	0	0
LeechJ_2020__ERS3967715__bin_10_PROK.fna	0	0	0
HeilCS_2018__Old_Warehouse_metagenome__bin_1_PROK.fna	0	0	0
LeechJ_xxxx__AF21__bin_6_PROK.fna	0	0	0
DeFilippisF_xxxx__DF_121__bin_5_PROK.fna	0	0	0
MASTER_WP4_UNINA_1__PM002_71775__bin_14_PROK.fna	0	0	0
DeFilippisF_xxxx__DF_59__bin_13_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__KM-4G__bin_23_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-15-M10__bin_12_PROK.fna	0	0	0
LeechJ_2020__ERS3967701__bin_3_PROK.fna	0	0	0
LandisEA_2021__SRS5653250__bin_1_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__O-30__bin_2_PROK.fna	0	0	0
XieM_2019__SAMC044639__bin_28_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2134_73322__bin_2_PROK.fna	0	0	0
MASTER_WP4_CSIC_2__P2628__bin_3_PROK.fna	0	0	0
XieM_2019__SAMC044639__bin_31_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__J-19__bin_26_PROK.fna	0	0	0
MortensenS_xxxx__WK041-2-L-48h-03F8_S72__bin_3_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__U-22__bin_12_PROK.fna	0	0	0
LeechJ_xxxx__AF66__bin_10_PROK.fna	0	0	0
LeechJ_xxxx__AF10__bin_10_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__G-18__bin_1_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2137_73322__bin_39_PROK.fna	0	0	0
WalshAM_2017__ERS1739840__bin_5_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-08-BD__bin_39_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS15-30__bin_13_PROK.fna	0	0	0
SternesPR_2017__Y2D1_A_shotgun__bin_5_EUK.fna	0	0	0
AlvarezOrdonezA_xxxx__Q02-28__bin_15_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__VB-16-BD__bin_56_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__C-20__bin_3_PROK.fna	0	0	0
MASTER_WP4_CSIC_2__P2623__bin_59_PROK.fna	0	0	0
PasolliE_2020__SRS6525479__bin_12_PROK.fna	0	0	0
DeFilippisF_xxxx__DS_111__bin_20_PROK.fna	0	0	0
WalshL_xxxx__H3_S87__bin_25_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__J-18__bin_20_EUK.fna	0	0	0
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin_32_PROK.fna	0	0	0
MortensenS_xxxx__WK002-2-L-08h-01F7_S31__bin_2_PROK.fna	0	0	0
DeFilippisF_xxxx__DF_7__bin_20_PROK.fna	0	0	0
SalvettiE_2016__SRS1050145__bin_6_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__A-20__bin_11_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__F-22__bin_7_EUK.fna	0	0	0
MASTER_WP4_UNINA_1__GO004_71775__bin_17_PROK.fna	0	0	0
MASTER_WP4_CSIC_1__P2224_73323__bin_3_PROK.fna	0	0	0
AlvarezOrdonezA_xxxx__R01-19__bin_1_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS05-30_0__bin_3_PROK.fna	0	0	0
MASTER_WP4_TEAGASC_1__TGS01-22__bin_35_PROK.fna	0	0	0
MASTER_WP4_FFoQSI_1__DC18-032__bin_11_PROK.fna	0	0	0
LeechJ_xxxx__AF43__bin_10_PROK.fna	0	0	0
MASTER_WP4_CSIC_2__P2558__bin_17_PROK.fna	0	0	0
AlvarezOrdonezA_xxxx__Q07-22__bin_6_PROK.fna	0	0	0
MASTER_WP4_UNINA_1__GO004_71775__bin_32_PROK.fna	0	0	0
MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin_5_PROK.fna	0.11238035	0.6950546	0.425743
MASTER_WP4_UNINA_2__A-20__bin_30_PROK.fna	0	0	0
MASTER_WP4_UNINA_2__Q-17__bin_10_PROK.fna	0	0	0
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin_7_PROK.fna	0	0	0
LeechJ_2020__ERS3967722__bin_9_PROK.fna	0	0	0
MortensenS_xxxx__WK027-2-G-48h-04A3_S103__bin_5_PROK.fna	0	0	0
LeechJ_xxxx__AF29__bin_14_EUK.fna	0	0	0
DeRoosJ_2020__B13M__bin_2_EUK.fna	0	0	0
MASTER_WP4_FFoQSI_3__VB15-29__bin_33_PROK.fna	0	0	0
LiZ_2018__SRS2920550__bin_14_EUK.fna	0	0	0
MASTER_WP4_CSIC_2__P2517__bin_38_PROK.fna	0	0	0
KastmanEK_2016__CSB600__bin_6_EUK.fna	0	0	0
